exon_3	NC_052067.1	90.226	133	13	0	1	133	99425608	99425476	4.88e-44	182
exon_4	NC_052067.1	77.451	102	23	0	1	102	99424278	99424177	8.61e-14	81.5
exon_5	NC_052067.1	84.000	100	16	0	1	100	99424023	99423924	1.73e-22	109
exon_6	NC_052067.1	89.888	89	9	0	1	89	99423182	99423094	8.87e-26	121
exon_7	NC_052067.1	88.636	132	15	0	1	132	99417608	99417477	8.64e-41	171
exon_7	NC_052066.1	90.244	41	4	0	1	41	40255774	40255814	1.37e-06	57.2
exon_8	NC_052067.1	92.135	89	7	0	1	89	99412649	99412561	1.56e-28	130
exon_9	NC_052067.1	78.218	101	16	1	6	106	99409055	99408961	7.45e-15	85.1
exon_10	NC_052067.1	85.366	164	24	0	1	164	99405756	99405593	4.23e-46	188
exon_10	NC_052067.1	76.404	89	21	0	76	164	99383234	99383146	3.48e-09	67.1
exon_11	NC_052067.1	88.608	79	9	0	1	79	99404308	99404230	1.80e-20	103
exon_12	NC_052067.1	89.683	126	13	0	1	126	99398729	99398604	2.84e-40	169
exon_12	NC_052081.1	78.431	102	22	0	25	126	44179804	44179905	2.66e-15	86.0
exon_13	NC_052067.1	85.938	128	18	0	1	128	99397569	99397442	7.78e-35	150
exon_14	NC_052067.1	86.034	179	25	0	1	179	99392412	99392234	1.44e-52	211
exon_14	NC_052081.1	70.186	161	48	0	17	177	44180517	44180677	7.47e-12	75.2
exon_15	NC_052067.1	84.409	186	29	0	3	188	99389599	99389414	6.49e-51	205
exon_15	NC_052081.1	72.251	191	47	1	3	187	44181727	44181917	1.34e-21	107
exon_15	NC_052081.1	71.978	182	51	0	3	184	2877120	2877301	6.94e-19	99.6
