exon_1	NC_064851.1	77.670	206	43	1	1	206	87191007	87191209	2.70e-38	163
exon_2	NC_064851.1	83.871	155	25	0	3	157	87191568	87191722	1.46e-39	168
exon_3	NC_064851.1	93.548	124	8	0	1	124	87194314	87194437	3.32e-46	188
exon_4	NC_064851.1	90.323	62	6	0	1	62	87198858	87198919	1.02e-15	86.0
exon_5	NC_064851.1	91.026	78	7	0	1	78	87214976	87215053	1.33e-22	110
exon_7	NC_064851.1	92.593	108	8	0	1	108	87232230	87232337	1.33e-37	159
exon_8	NC_064851.1	94.872	78	4	0	1	78	87237418	87237495	6.04e-27	123
exon_9	NC_064851.1	93.860	114	7	0	1	114	87237597	87237710	6.53e-42	175
exon_10	NC_064851.1	96.000	50	2	0	1	50	87240147	87240196	8.30e-15	82.4
exon_11	NC_064851.1	91.875	160	13	0	1	160	87243637	87243796	1.50e-58	231
exon_12	NC_064851.1	86.806	144	19	0	1	144	87245508	87245651	8.94e-42	175
exon_13	NC_064851.1	90.000	110	11	0	1	110	87246866	87246975	2.48e-34	150
exon_14	NC_064851.1	92.373	118	9	0	1	118	87248015	87248132	2.39e-41	173
exon_15	NC_064851.1	93.496	123	8	0	1	123	87249655	87249777	1.15e-45	187
exon_16	NC_064851.1	83.575	207	34	0	1	207	87250422	87250628	1.05e-55	221
exon_17	NC_064851.1	84.375	512	78	2	1	511	87253882	87254392	3.05e-156	556
exon_18	NC_064851.1	82.212	208	37	0	1	208	87255193	87255400	6.86e-52	209
exon_19	NC_064851.1	85.057	174	26	0	3	176	87258775	87258948	9.94e-49	197
