exon_1	NW_004444034.1	80.717	223	40	1	1	223	10815181	10814962	3.17e-51	207
exon_2	NW_004444034.1	92.357	157	12	0	1	157	10814679	10814523	1.82e-58	230
exon_3	NW_004444034.1	94.355	124	7	0	1	124	10811416	10811293	3.42e-47	193
exon_4	NW_004444034.1	90.323	62	6	0	1	62	10809470	10809409	1.28e-15	86.0
exon_5	NW_004444034.1	93.590	78	5	0	1	78	10797737	10797660	3.22e-25	119
exon_6	NW_004444034.1	96.429	28	1	0	1	28	10796093	10796066	1.02e-04	47.3
exon_7	NW_004444034.1	90.741	108	10	0	1	108	10780590	10780483	8.68e-35	150
exon_7	NW_004443943.1	81.818	99	18	0	3	101	7451033	7451131	4.81e-19	98.7
exon_8	NW_004444034.1	93.590	78	5	0	1	78	10777030	10776953	3.22e-25	119
exon_9	NW_004444034.1	94.737	114	6	0	1	114	10776858	10776745	1.93e-43	179
exon_10	NW_004444034.1	96.000	50	2	0	1	50	10773711	10773662	1.04e-14	82.4
exon_11	NW_004444034.1	96.129	155	6	0	1	155	10771546	10771392	1.64e-65	253
exon_12	NW_004444034.1	91.724	145	12	0	1	145	10769914	10769770	5.44e-52	208
exon_13	NW_004444034.1	94.545	110	6	0	1	110	10767847	10767738	2.72e-41	172
exon_14	NW_004444034.1	96.610	118	4	0	1	118	10766803	10766686	2.63e-48	196
exon_14	NW_004443986.1	88.889	36	4	0	82	117	4631019	4630984	8.60e-04	48.2
exon_15	NW_004444034.1	94.309	123	7	0	1	123	10765234	10765112	1.18e-46	191
exon_16	NW_004444034.1	87.923	207	25	0	1	207	10763823	10763617	1.50e-67	261
exon_17	NW_004444034.1	88.889	513	57	0	1	513	10761972	10761460	0.0	669
exon_18	NW_004444034.1	88.462	208	24	0	1	208	10760598	10760391	1.05e-69	268
exon_19	NW_004444034.1	93.125	160	11	0	9	168	10757461	10757302	4.05e-61	240
